TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
SmallLoss	0.03	2	1.997	2.0	3.997	0.313	4.38	1.637	You keep $0.20!	Correct Response!	1	307
LargeGain	6.013	2	7.996	4.0	11.995	0.313	12.379	1.637	You earn $5!	Correct Response!	1	300
SmallLoss	14.012	2	15.995	3.0	18.994	0.313	19.378	1.637	You lose $0.20!	You pressed too slow!	0	0
SmallGain	21.011	2	22.994	2.0	24.994	0.293	25.36	1.657	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	27.01	2	28.993	2.0	30.993	0.293	31.359	1.657	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	33.009	2	34.992	2.5	37.492	0.293	37.858	1.657	No money at stake!	You pressed too slow!	0	0
SmallGain	39.508	2	41.491	2.5	43.991	0.293	44.358	1.657	You earn $0.20!	Correct Response!	1	287
SmallGain	46.007	2	47.99	1.5	49.49	0.313	49.873	1.637	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	51.506	2	53.49	1.5	54.989	0.313	55.373	1.637	You earn $5!	Correct Response!	1	281
SmallLoss	57.006	2	58.989	2.0	60.988	0.313	61.372	1.637	You keep $0.20!	Correct Response!	1	282
LargeGain	63.005	2	64.988	2.5	67.488	0.333	67.888	1.617	You earn $5!	Correct Response!	1	269
LargeLoss	69.504	2	71.487	3.5	74.987	0.333	75.386	1.617	You keep $5!	Correct Response!	1	274
SmallLoss	77.003	2	78.986	3.5	82.485	0.333	82.885	1.617	You keep $0.20!	Correct Response!	1	296
NoMoneyStake	84.502	2	86.485	1.5	87.985	0.303	88.368	1.647	No money at stake!	You pressed too slow!	0	0
LargeLoss	90.001	2	91.984	4.0	95.984	0.303	96.367	1.647	You keep $5!	Correct Response!	1	292
NoMoneyStake	98.0	2	99.983	4.0	103.982	0.303	104.366	1.647	No money at stake!	You pressed too slow!	0	0
LargeLoss	105.999	2	107.982	3.0	110.981	0.303	111.365	1.647	You lose $5!	You pressed too slow!	0	0
SmallLoss	112.998	2	114.981	1.5	116.481	0.303	116.864	1.647	You lose $0.20!	You pressed too slow!	0	0
LargeGain	118.497	2	120.48	2.0	122.48	0.283	122.846	1.667	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	124.496	2	126.479	4.0	130.479	0.283	130.845	1.667	You lose $0.20!	You pressed too slow!	0	0
SmallGain	132.495	2	134.478	1.5	135.978	0.283	136.344	1.667	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	137.994	2	139.977	1.5	141.477	0.333	141.877	1.617	You keep $5!	Correct Response!	1	302
LargeGain	143.493	2	145.477	3.5	148.976	0.333	149.376	1.617	You earn $5!	Correct Response!	1	290
SmallGain	150.992	2	152.975	4.0	156.975	0.333	157.375	1.617	You earn $0.20!	Correct Response!	1	275
NoMoneyStake	158.991	2	160.974	2.0	162.974	0.353	163.407	1.597	No money at stake!	You pressed too slow!	0	0
LargeLoss	164.99	2	166.974	2.0	168.973	0.353	169.406	1.597	You keep $5!	Correct Response!	1	333
SmallGain	170.99	2	172.973	2.0	174.972	0.353	175.406	1.597	You earn $0.20!	Correct Response!	1	317
NoMoneyStake	176.989	2	178.972	3.0	181.971	0.353	182.405	1.597	No money at stake!	You pressed too soon!	0	0
SmallGain	183.988	2	185.971	3.5	189.47	0.353	189.904	1.597	You earn $0.20!	Correct Response!	1	283
NoMoneyStake	191.487	2	193.47	1.5	194.97	0.303	195.353	1.647	No money at stake!	You pressed too slow!	0	0
SmallGain	196.986	2	198.969	1.5	200.469	0.303	200.852	1.647	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	202.485	2	204.468	2.0	206.468	0.303	206.851	1.647	No money at stake!	You pressed too slow!	0	0
LargeLoss	208.484	2	210.467	1.5	211.967	0.303	212.35	1.647	You keep $5!	Correct Response!	1	281
NoMoneyStake	213.984	2	215.967	3.5	219.466	0.303	219.849	1.647	No money at stake!	Correct Response!	1	262
LargeLoss	221.482	2	223.465	1.5	224.965	0.303	225.349	1.647	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	226.982	2	228.965	1.5	230.465	0.283	230.831	1.667	No money at stake!	You pressed too slow!	0	0
SmallLoss	232.481	2	234.464	1.5	235.964	0.283	236.33	1.667	You lose $0.20!	You pressed too slow!	0	0
LargeGain	237.98	2	239.963	1.5	241.463	0.283	241.83	1.667	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	243.479	2	245.462	1.5	246.962	0.283	247.329	1.667	No money at stake!	You pressed too slow!	0	0
LargeGain	248.979	2	250.962	2.0	252.961	0.283	253.328	1.667	You did not earn $5!	You pressed too slow!	0	0
LargeLoss	254.978	2	256.961	2.5	259.46	0.333	259.86	1.617	You keep $5!	Correct Response!	1	266
LargeGain	261.477	2	263.46	3.0	266.459	0.333	266.859	1.617	You earn $5!	Correct Response!	1	267
LargeLoss	268.476	2	270.459	1.5	271.959	0.333	272.375	1.617	You lose $5!	You pressed too slow!	0	0
LargeGain	273.975	2	275.958	1.5	277.458	0.373	277.908	1.577	You earn $5!	Correct Response!	1	299
SmallGain	279.474	2	281.457	3.0	284.457	0.373	284.907	1.577	You earn $0.20!	Correct Response!	1	292
SmallLoss	286.473	2	288.456	1.5	289.956	0.373	290.406	1.577	You keep $0.20!	Correct Response!	1	337
LargeGain	291.972	2	293.956	1.5	295.455	0.343	295.872	1.607	You earn $5!	Correct Response!	1	278
SmallLoss	297.472	2	299.455	2.5	301.954	0.343	302.371	1.607	You keep $0.20!	Correct Response!	1	282
SmallGain	303.971	2	305.954	1.5	307.454	0.343	307.87	1.607	You earn $0.20!	Correct Response!	1	310
SmallLoss	309.47	2	311.453	1.5	312.953	0.293	313.319	1.657	You lose $0.20!	You pressed too slow!	0	0
