TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
LargeLoss	0.015	2	1.998	1.5	3.498	0.275	3.848	1.675	You keep $5!	Correct Response!	1	262
LargeGain	5.514	2	7.497	2.0	9.497	0.275	9.847	1.675	You earn $5!	Correct Response!	1	271
NoMoneyStake	11.513	2	13.496	4.0	17.496	0.275	17.845	1.675	No money at stake!	Correct Response!	1	271
LargeLoss	19.512	2	21.495	1.5	22.995	0.275	23.345	1.675	You lose $5!	You pressed too slow!	0	0
LargeGain	25.011	2	26.994	1.5	28.494	0.255	28.827	1.695	You did not earn $5!	You pressed too slow!	0	0
LargeLoss	30.51	2	32.493	2.0	34.493	0.255	34.826	1.695	You lose $5!	You pressed too soon!	0	0
NoMoneyStake	36.509	2	38.492	3.0	41.492	0.255	41.825	1.695	No money at stake!	Correct Response!	1	26
SmallGain	43.508	2	45.491	2.0	47.491	0.255	47.824	1.695	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	49.508	2	51.491	2.0	53.49	0.295	53.857	1.655	No money at stake!	You pressed too slow!	0	0
SmallGain	55.507	2	57.49	2.5	59.989	0.295	60.356	1.655	You earn $0.20!	Correct Response!	1	240
NoMoneyStake	62.006	2	63.989	3.5	67.488	0.295	67.855	1.655	No money at stake!	Correct Response!	1	261
SmallGain	69.505	2	71.488	4.0	75.487	0.295	75.854	1.655	You earn $0.20!	Correct Response!	1	230
SmallLoss	77.503	2	79.486	4.0	83.486	0.295	83.852	1.655	You keep $0.20!	Correct Response!	1	254
SmallGain	85.502	2	87.485	1.5	88.985	0.315	89.385	1.635	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	91.001	2	92.984	1.5	94.484	0.315	94.868	1.635	No money at stake!	You pressed too slow!	0	0
LargeLoss	96.501	2	98.484	1.5	99.983	0.315	100.367	1.635	You keep $5!	Correct Response!	1	285
SmallLoss	102.0	2	103.983	2.0	105.983	0.315	106.366	1.635	You keep $0.20!	Correct Response!	1	228
SmallGain	107.999	2	109.982	3.0	112.982	0.285	113.348	1.665	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	114.998	2	116.981	3.5	120.48	0.285	120.847	1.665	You keep $5!	Correct Response!	1	259
NoMoneyStake	122.497	2	124.48	1.5	125.98	0.285	126.346	1.665	No money at stake!	You pressed too slow!	0	0
LargeLoss	127.996	2	129.979	1.5	131.479	0.285	131.845	1.665	You keep $5!	Correct Response!	1	283
SmallLoss	133.495	2	135.478	3.5	138.978	0.265	139.311	1.685	You lose $0.20!	You pressed too soon!	0	0
SmallGain	140.994	2	142.977	1.5	144.477	0.265	144.827	1.685	You did not earn $0.20!	You pressed too slow!	0	0
