TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
SmallGain	0.01	2	2.01	4.0	6.009	0.375	6.459	1.575	You earn $0.20!	Correct Response!	1	330
NoMoneyStake	8.026	2	10.009	1.5	11.508	0.375	11.958	1.575	No money at stake!	Correct Response!	1	348
SmallGain	13.525	2	15.508	3.0	18.507	0.375	18.957	1.575	You earn $0.20!	Correct Response!	1	268
SmallLoss	20.524	2	22.507	1.5	24.007	0.375	24.457	1.575	You keep $0.20!	Correct Response!	1	288
LargeLoss	26.023	2	28.006	1.5	29.506	0.325	29.906	1.625	You keep $5!	Correct Response!	1	269
NoMoneyStake	31.522	2	33.505	1.5	35.005	0.325	35.405	1.625	No money at stake!	Correct Response!	1	266
SmallLoss	37.021	2	39.005	1.5	40.504	0.325	40.904	1.625	You keep $0.20!	Correct Response!	1	311
NoMoneyStake	42.521	2	44.504	2.0	46.504	0.325	46.903	1.625	No money at stake!	Correct Response!	1	270
LargeGain	48.52	2	50.503	2.5	53.003	0.325	53.403	1.625	You earn $5!	Correct Response!	1	279
LargeLoss	55.019	2	57.002	2.5	59.502	0.275	59.852	1.675	You keep $5!	Correct Response!	1	272
SmallLoss	61.518	2	63.501	3.0	66.501	0.275	66.851	1.675	You lose $0.20!	You pressed too slow!	0	0
SmallGain	68.517	2	70.5	2.0	72.5	0.275	72.85	1.675	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	74.516	2	76.499	4.0	80.499	0.255	80.832	1.695	No money at stake!	You pressed too slow!	0	0
LargeGain	82.515	2	84.498	2.0	86.498	0.255	86.831	1.695	You did not earn $5!	You pressed too slow!	0	0
LargeGain	88.514	2	90.497	3.0	93.497	0.255	93.83	1.695	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	95.513	2	97.496	1.5	98.996	0.255	99.33	1.695	You lose $0.20!	You pressed too slow!	0	0
SmallGain	101.013	2	102.996	1.5	104.496	0.305	104.879	1.645	You did not earn $0.20!	You pressed too soon!	0	0
LargeGain	106.512	2	108.495	1.5	109.995	0.305	110.378	1.645	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	112.011	2	113.994	2.0	115.994	0.305	116.377	1.645	You lose $0.20!	You pressed too slow!	0	0
SmallGain	118.01	2	119.993	1.5	121.493	0.375	121.943	1.575	You earn $0.20!	Correct Response!	1	295
