TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
LargeLoss	0.024	2	2.007	1.5	3.507	0.37	3.957	1.58	You lose $5!	You pressed too slow!	0	0
LargeGain	5.523	2	7.506	2.0	9.506	0.37	9.956	1.58	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	11.522	2	13.506	4.0	17.505	0.37	17.955	1.58	No money at stake!	You pressed too slow!	0	0
LargeLoss	19.521	2	21.505	1.5	23.004	0.37	23.454	1.58	You keep $5!	Correct Response!	1	219
LargeGain	25.021	2	27.004	1.5	28.504	0.41	28.987	1.54	You earn $5!	Correct Response!	1	303
LargeLoss	30.52	2	32.503	2.0	34.503	0.41	34.986	1.54	You keep $5!	Correct Response!	1	304
NoMoneyStake	36.519	2	38.502	3.0	41.502	0.41	41.985	1.54	No money at stake!	Correct Response!	1	305
SmallGain	43.518	2	45.501	2.0	47.501	0.41	47.985	1.54	You earn $0.20!	Correct Response!	1	274
NoMoneyStake	49.518	2	51.501	2.0	53.5	0.39	53.967	1.56	No money at stake!	You pressed too slow!	0	0
SmallGain	55.517	2	57.5	2.5	60.0	0.39	60.466	1.56	You earn $0.20!	Correct Response!	1	326
NoMoneyStake	62.016	2	63.999	3.5	67.499	0.39	67.965	1.56	No money at stake!	Correct Response!	1	387
SmallGain	69.515	2	71.498	4.0	75.498	0.39	75.964	1.56	You earn $0.20!	Correct Response!	1	345
SmallLoss	77.514	2	79.497	4.0	83.497	0.39	83.963	1.56	You keep $0.20!	Correct Response!	1	293
SmallGain	85.513	2	87.496	1.5	88.996	0.34	89.413	1.61	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	91.012	2	92.995	1.5	94.495	0.34	94.912	1.61	No money at stake!	You pressed too slow!	0	0
LargeLoss	96.512	2	98.495	1.5	99.995	0.34	100.411	1.61	You keep $5!	Correct Response!	1	295
SmallLoss	102.011	2	103.994	2.0	105.994	0.34	106.41	1.61	You keep $0.20!	Correct Response!	1	315
SmallGain	108.01	2	109.993	3.0	112.993	0.31	113.376	1.64	You earn $0.20!	Correct Response!	1	276
LargeLoss	115.009	2	116.992	3.5	120.492	0.31	120.875	1.64	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	122.508	2	124.491	1.5	125.991	0.31	126.375	1.64	No money at stake!	You pressed too slow!	0	0
LargeLoss	128.008	2	129.991	1.5	131.491	0.31	131.874	1.64	You lose $5!	You pressed too slow!	0	0
SmallLoss	133.507	2	135.49	3.5	138.99	0.33	139.39	1.62	You lose $0.20!	You pressed too slow!	0	0
SmallGain	141.006	2	142.989	1.5	144.489	0.33	144.889	1.62	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	146.505	2	148.488	2.5	150.988	0.33	151.388	1.62	You lose $0.20!	You pressed too soon!	0	0
SmallLoss	153.004	2	154.988	1.5	156.487	0.38	156.937	1.57	You keep $0.20!	Correct Response!	1	325
LargeLoss	158.504	2	160.487	2.5	162.987	0.38	163.437	1.57	You keep $5!	Correct Response!	1	113
SmallGain	165.003	2	166.986	1.5	168.486	0.38	168.936	1.57	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	170.502	2	172.485	1.5	173.985	0.42	174.485	1.53	You earn $5!	Correct Response!	1	299
LargeGain	176.002	2	177.985	2.5	180.484	0.42	180.984	1.53	You earn $5!	Correct Response!	1	279
SmallLoss	182.501	2	184.484	2.0	186.484	0.42	186.984	1.53	You keep $0.20!	Correct Response!	1	311
SmallGain	188.5	2	190.483	1.5	191.983	0.39	192.449	1.56	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	193.999	2	195.982	1.5	197.482	0.39	197.949	1.56	You keep $0.20!	Correct Response!	1	321
NoMoneyStake	199.499	2	201.482	2.5	203.981	0.39	204.448	1.56	No money at stake!	You pressed too slow!	0	0
LargeGain	205.998	2	207.981	1.5	209.481	0.39	209.947	1.56	You earn $5!	Correct Response!	1	306
LargeLoss	211.497	2	213.48	2.0	215.48	0.36	215.913	1.59	You keep $5!	Correct Response!	1	283
LargeGain	217.496	2	219.479	3.5	222.979	0.36	223.412	1.59	You earn $5!	Correct Response!	1	315
LargeLoss	224.995	2	226.978	3.0	229.978	0.36	230.411	1.59	You keep $5!	Correct Response!	1	272
SmallGain	231.994	2	233.978	2.0	235.977	0.33	236.377	1.62	You earn $0.20!	Correct Response!	1	289
SmallLoss	237.994	2	239.977	1.5	241.477	0.33	241.877	1.62	You keep $0.20!	Correct Response!	1	293
LargeGain	243.493	2	245.476	4.0	249.476	0.33	249.876	1.62	You earn $5!	Correct Response!	1	302
NoMoneyStake	251.492	2	253.475	1.5	254.975	0.28	255.325	1.67	No money at stake!	You pressed too slow!	0	0
LargeGain	256.991	2	258.974	2.0	260.974	0.28	261.324	1.67	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	262.991	2	264.974	3.0	267.973	0.28	268.323	1.67	You lose $0.20!	You pressed too slow!	0	0
NoMoneyStake	269.99	2	271.973	1.5	273.473	0.28	273.822	1.67	No money at stake!	You pressed too slow!	0	0
SmallLoss	275.489	2	277.472	1.5	278.972	0.28	279.322	1.67	You lose $0.20!	You pressed too slow!	0	0
