TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
LargeGain	0.019	2	2.002	1.5	3.502	0.296	3.885	1.654	You did not earn $5!	You pressed too slow!	0	0
LargeGain	5.518	2	7.501	4.0	11.5	0.296	11.867	1.654	You did not earn $5!	You pressed too slow!	0	0
SmallGain	13.517	2	15.5	2.5	17.999	0.296	18.366	1.654	You earn $0.20!	Correct Response!	1	251
SmallGain	20.016	2	21.999	4.0	25.998	0.336	26.414	1.614	You earn $0.20!	Correct Response!	1	304
LargeGain	28.014	2	29.997	2.0	31.997	0.336	32.413	1.614	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	34.013	2	35.996	3.0	38.996	0.336	39.412	1.614	No money at stake!	Correct Response!	1	297
SmallLoss	41.012	2	42.995	1.5	44.495	0.336	44.911	1.614	You keep $0.20!	Correct Response!	1	285
LargeLoss	46.511	2	48.494	2.0	50.494	0.356	50.927	1.594	You keep $5!	Correct Response!	1	270
LargeGain	52.51	2	54.493	3.0	57.492	0.356	57.926	1.594	You earn $5!	Correct Response!	1	272
LargeLoss	59.509	2	61.492	2.0	63.491	0.356	63.924	1.594	You keep $5!	Correct Response!	1	296
NoMoneyStake	65.508	2	67.491	4.0	71.49	0.326	71.89	1.624	No money at stake!	Correct Response!	1	288
SmallLoss	73.506	2	75.489	3.5	78.989	0.326	79.388	1.624	You keep $0.20!	Correct Response!	1	293
SmallLoss	81.005	2	82.988	1.5	84.488	0.326	84.888	1.624	You keep $0.20!	Correct Response!	1	314
LargeLoss	86.504	2	88.487	1.5	89.987	0.326	90.387	1.624	You keep $5!	Correct Response!	1	302
SmallGain	92.003	2	93.986	2.0	95.986	0.276	96.335	1.674	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	98.002	2	99.985	2.0	101.984	0.276	102.334	1.674	You keep $0.20!	Correct Response!	1	240
LargeLoss	104.001	2	105.984	1.5	107.484	0.276	107.833	1.674	You lose $5!	You pressed too slow!	0	0
LargeGain	109.5	2	111.483	3.5	114.982	0.256	115.315	1.694	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	116.998	2	118.981	1.5	120.481	0.256	120.814	1.694	No money at stake!	You pressed too slow!	0	0
SmallLoss	122.498	2	124.481	2.0	126.48	0.256	126.813	1.694	You lose $0.20!	You pressed too slow!	0	0
NoMoneyStake	128.496	2	130.479	2.0	132.479	0.256	132.812	1.694	No money at stake!	Correct Response!	1	255
SmallGain	134.495	2	136.478	1.5	137.978	0.256	138.311	1.694	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	139.994	2	141.977	1.5	143.477	0.306	143.86	1.644	No money at stake!	Correct Response!	1	280
SmallGain	145.493	2	147.476	3.0	150.476	0.306	150.859	1.644	You earn $0.20!	Correct Response!	1	265
LargeGain	152.492	2	154.475	1.5	155.975	0.306	156.358	1.644	You earn $5!	Correct Response!	1	285
NoMoneyStake	157.991	2	159.974	2.0	161.974	0.306	162.357	1.644	No money at stake!	Correct Response!	1	270
SmallGain	163.99	2	165.973	2.0	167.973	0.306	168.356	1.644	You earn $0.20!	Correct Response!	1	246
SmallLoss	169.989	2	171.972	1.5	173.472	0.326	173.872	1.624	You keep $0.20!	Correct Response!	1	251
SmallLoss	175.488	2	177.471	3.0	180.471	0.326	180.871	1.624	You keep $0.20!	Correct Response!	1	259
NoMoneyStake	182.487	2	184.47	1.5	185.97	0.326	186.37	1.624	No money at stake!	You pressed too slow!	0	0
SmallGain	187.986	2	189.969	1.5	191.469	0.326	191.869	1.624	You earn $0.20!	Correct Response!	1	261
SmallGain	193.485	2	195.468	3.5	198.967	0.276	199.317	1.674	You earn $0.20!	Correct Response!	1	266
LargeGain	200.984	2	202.967	1.5	204.466	0.276	204.816	1.674	You earn $5!	Correct Response!	1	263
LargeGain	206.483	2	208.466	2.5	210.965	0.276	211.315	1.674	You earn $5!	Correct Response!	1	259
SmallLoss	212.982	2	214.965	2.5	217.464	0.226	217.764	1.724	You lose $0.20!	You pressed too slow!	0	0
SmallLoss	219.48	2	221.463	4.0	225.463	0.226	225.763	1.724	You lose $0.20!	You pressed too slow!	0	0
SmallGain	227.479	2	229.462	1.5	230.962	0.226	231.262	1.724	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	232.978	2	234.961	1.5	236.461	0.246	236.777	1.704	You lose $0.20!	You pressed too slow!	0	0
LargeLoss	238.477	2	240.46	1.5	241.96	0.246	242.276	1.704	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	243.976	2	245.959	1.5	247.459	0.246	247.775	1.704	No money at stake!	You pressed too slow!	0	0
NoMoneyStake	249.475	2	251.458	2.5	253.958	0.246	254.274	1.704	No money at stake!	You pressed too slow!	0	0
LargeLoss	255.974	2	257.957	1.5	259.457	0.246	259.773	1.704	You keep $5!	Correct Response!	1	244
LargeLoss	261.473	2	263.456	4.0	267.455	0.296	267.822	1.654	You keep $5!	Correct Response!	1	261
NoMoneyStake	269.472	2	271.455	3.5	274.954	0.296	275.321	1.654	No money at stake!	Correct Response!	1	266
SmallGain	276.97	2	278.953	1.5	280.453	0.296	280.82	1.654	You earn $0.20!	Correct Response!	1	294
LargeGain	282.469	2	284.452	2.0	286.452	0.296	286.819	1.654	You earn $5!	Correct Response!	1	251
LargeGain	288.468	2	290.451	1.5	291.951	0.276	292.301	1.674	You earn $5!	Correct Response!	1	251
LargeLoss	293.967	2	295.95	3.0	298.95	0.276	299.3	1.674	You lose $5!	You pressed too slow!	0	0
LargeLoss	300.966	2	302.949	3.5	306.448	0.276	306.798	1.674	You keep $5!	Correct Response!	1	241
LargeLoss	308.465	2	310.448	2.5	312.947	0.246	313.264	1.704	You lose $5!	You pressed too slow!	0	0
