TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
NoMoneyStake	0.019	2	2.002	2.0	4.001	0.393	4.468	1.557	No money at stake!	You pressed too slow!	0	0
NoMoneyStake	6.018	2	8.001	1.5	9.501	0.393	9.967	1.557	No money at stake!	Correct Response!	1	363
LargeLoss	11.517	2	13.5	2.5	16.0	0.393	16.466	1.557	You keep $5!	Correct Response!	1	319
NoMoneyStake	18.016	2	19.999	1.5	21.499	0.393	21.966	1.557	No money at stake!	Correct Response!	1	364
LargeGain	23.516	2	25.499	1.5	26.999	0.393	27.465	1.557	You earn $5!	Correct Response!	1	320
SmallLoss	29.015	2	30.998	1.5	32.498	0.393	32.964	1.557	You keep $0.20!	Correct Response!	1	341
LargeLoss	34.514	2	36.497	4.0	40.497	0.343	40.913	1.607	You keep $5!	Correct Response!	1	298
NoMoneyStake	42.513	2	44.496	3.5	47.996	0.343	48.412	1.607	No money at stake!	You pressed too slow!	0	0
SmallGain	50.012	2	51.995	2.5	54.495	0.343	54.912	1.607	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	56.511	2	58.495	2.0	60.494	0.343	60.911	1.607	You keep $5!	Correct Response!	1	328
SmallLoss	62.511	2	64.494	1.5	65.994	0.313	66.377	1.637	You lose $0.20!	You pressed too slow!	0	0
SmallGain	68.01	2	69.993	3.0	72.993	0.313	73.376	1.637	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	75.009	2	76.992	1.5	78.492	0.313	78.875	1.637	You lose $5!	You pressed too slow!	0	0
SmallGain	80.508	2	82.491	1.5	83.991	0.353	84.425	1.597	You earn $0.20!	Correct Response!	1	319
SmallGain	86.008	2	87.991	2.0	89.991	0.353	90.424	1.597	You earn $0.20!	Correct Response!	1	335
LargeLoss	92.007	2	93.99	2.0	95.99	0.353	96.423	1.597	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	98.006	2	99.989	2.5	102.489	0.393	102.956	1.557	No money at stake!	You pressed too slow!	0	0
LargeLoss	104.505	2	106.488	1.5	107.988	0.393	108.455	1.557	You keep $5!	Correct Response!	1	353
LargeGain	110.005	2	111.988	3.5	115.487	0.393	115.954	1.557	You earn $5!	Correct Response!	1	302
