TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
LargeGain	0.024	2	2.008	1.5	3.507	0.268	3.857	1.682	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	5.524	2	7.507	2.5	10.006	0.268	10.356	1.682	No money at stake!	You pressed too slow!	0	0
SmallLoss	12.023	2	14.006	1.5	15.506	0.268	15.856	1.682	You lose $0.20!	You pressed too slow!	0	0
LargeLoss	17.522	2	19.505	2.5	22.005	0.268	22.355	1.682	You lose $5!	You pressed too soon!	0	0
NoMoneyStake	24.021	2	26.004	1.5	27.504	0.338	27.921	1.612	No money at stake!	Correct Response!	1	287
SmallGain	29.521	2	31.504	2.0	33.504	0.338	33.92	1.612	You earn $0.20!	Correct Response!	1	335
SmallLoss	35.52	2	37.503	3.5	41.003	0.338	41.419	1.612	You lose $0.20!	You pressed too slow!	0	0
NoMoneyStake	43.019	2	45.002	1.5	46.502	0.338	46.918	1.612	No money at stake!	You pressed too slow!	0	0
SmallGain	48.518	2	50.501	1.5	52.001	0.338	52.418	1.612	You earn $0.20!	Correct Response!	1	294
LargeGain	54.018	2	56.001	2.0	58.0	0.378	58.45	1.572	You earn $5!	Correct Response!	1	239
NoMoneyStake	60.017	2	62.0	2.0	64.0	0.378	64.45	1.572	No money at stake!	Correct Response!	1	358
SmallGain	66.016	2	67.999	1.5	69.499	0.378	69.949	1.572	You earn $0.20!	Correct Response!	1	347
SmallLoss	71.515	2	73.498	4.0	77.498	0.378	77.948	1.572	You lose $0.20!	You pressed too soon!	0	0
NoMoneyStake	79.514	2	81.497	1.5	82.997	0.358	83.43	1.592	No money at stake!	Correct Response!	1	329
LargeLoss	85.014	2	86.997	1.5	88.497	0.358	88.93	1.592	You keep $5!	Correct Response!	1	333
SmallGain	90.513	2	92.496	3.5	95.996	0.358	96.429	1.592	You earn $0.20!	Correct Response!	1	338
LargeLoss	98.012	2	99.995	3.0	102.995	0.358	103.428	1.592	You keep $5!	Correct Response!	1	322
NoMoneyStake	105.011	2	106.994	1.5	108.494	0.328	108.894	1.622	No money at stake!	You pressed too slow!	0	0
LargeGain	110.51	2	112.493	3.5	115.993	0.328	116.393	1.622	You earn $5!	Correct Response!	1	300
LargeLoss	118.009	2	119.993	1.5	121.492	0.328	121.892	1.622	You keep $5!	Correct Response!	1	305
SmallGain	123.509	2	125.492	1.5	126.992	0.328	127.392	1.622	You earn $0.20!	Correct Response!	1	317
SmallGain	129.008	2	130.991	2.0	132.991	0.278	133.341	1.672	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	135.007	2	136.99	2.0	138.99	0.278	139.34	1.672	You lose $5!	You pressed too slow!	0	0
SmallLoss	141.007	2	142.99	1.5	144.489	0.278	144.839	1.672	You lose $0.20!	You pressed too slow!	0	0
LargeGain	146.506	2	148.489	4.0	152.488	0.298	152.855	1.652	You did not earn $5!	You pressed too soon!	0	0
SmallGain	154.505	2	156.488	2.5	158.988	0.298	159.371	1.652	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	161.004	2	162.987	4.0	166.987	0.298	167.353	1.652	No money at stake!	You pressed too slow!	0	0
SmallLoss	169.003	2	170.986	2.0	172.986	0.298	173.352	1.652	You lose $0.20!	You pressed too slow!	0	0
SmallGain	175.002	2	176.985	3.0	179.985	0.368	180.435	1.582	You earn $0.20!	Correct Response!	1	323
LargeGain	182.001	2	183.984	1.5	185.484	0.368	185.934	1.582	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	187.501	2	189.484	2.0	191.483	0.368	191.933	1.582	You lose $0.20!	You pressed too slow!	0	0
LargeLoss	193.5	2	195.483	2.0	197.483	0.418	197.983	1.532	You keep $5!	Correct Response!	1	296
LargeGain	199.499	2	201.482	3.0	204.482	0.418	204.982	1.532	You earn $5!	Correct Response!	1	321
NoMoneyStake	206.498	2	208.481	3.5	211.981	0.418	212.481	1.532	No money at stake!	Correct Response!	1	318
NoMoneyStake	213.997	2	215.98	3.0	218.98	0.418	219.48	1.532	No money at stake!	Correct Response!	1	319
LargeLoss	220.996	2	222.979	1.5	224.479	0.418	224.979	1.532	You keep $5!	Correct Response!	1	364
LargeGain	226.496	2	228.479	1.5	229.979	0.398	230.462	1.552	You did not earn $5!	You pressed too slow!	0	0
LargeLoss	231.995	2	233.978	3.5	237.478	0.398	237.944	1.552	You keep $5!	Correct Response!	1	332
LargeLoss	239.494	2	241.477	1.5	242.977	0.398	243.443	1.552	You lose $5!	You pressed too slow!	0	0
SmallLoss	244.993	2	246.976	2.5	249.476	0.378	249.926	1.572	You keep $0.20!	Correct Response!	1	318
LargeGain	251.492	2	253.476	1.5	254.975	0.378	255.425	1.572	You earn $5!	Correct Response!	1	363
SmallLoss	256.992	2	258.975	1.5	260.475	0.378	260.925	1.572	You keep $0.20!	Correct Response!	1	359
NoMoneyStake	262.491	2	264.474	2.0	266.474	0.358	266.907	1.592	No money at stake!	Correct Response!	1	288
LargeLoss	268.49	2	270.473	4.0	274.473	0.358	274.906	1.592	You keep $5!	Correct Response!	1	328
SmallGain	276.489	2	278.472	1.5	279.972	0.358	280.405	1.592	You earn $0.20!	Correct Response!	1	357
LargeGain	281.989	2	283.972	2.5	286.471	0.358	286.905	1.592	You earn $5!	Correct Response!	1	314
