TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
NoMoneyStake	0.022	2	2.005	2.0	4.005	0.288	4.371	1.662	No money at stake!	You pressed too slow!	0	0
SmallGain	6.021	2	8.004	3.5	11.504	0.288	11.871	1.662	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	13.52	2	15.503	2.0	17.503	0.288	17.87	1.662	You lose $5!	You pressed too slow!	0	0
SmallGain	19.52	2	21.503	1.5	23.002	0.288	23.369	1.662	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	25.019	2	27.002	4.0	31.001	0.358	31.435	1.592	You did not earn $5!	You pressed too soon!	0	0
LargeLoss	33.018	2	35.001	1.5	36.501	0.358	36.934	1.592	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	38.517	2	40.5	3.5	44.0	0.358	44.433	1.592	No money at stake!	Correct Response!	1	343
LargeLoss	46.016	2	47.999	1.5	49.499	0.358	49.932	1.592	You keep $5!	Correct Response!	1	348
SmallGain	51.516	2	53.499	1.5	54.998	0.408	55.482	1.542	You earn $0.20!	Correct Response!	1	345
SmallLoss	57.015	2	58.998	2.5	61.498	0.408	61.981	1.542	You keep $0.20!	Correct Response!	1	333
SmallLoss	63.514	2	65.497	1.5	66.997	0.408	67.48	1.542	You keep $0.20!	Correct Response!	1	306
LargeGain	69.013	2	70.996	3.5	74.496	0.388	74.963	1.562	You did not earn $5!	You pressed too slow!	0	0
LargeLoss	76.512	2	78.495	1.5	79.995	0.388	80.462	1.562	You lose $5!	You pressed too slow!	0	0
SmallLoss	82.012	2	83.995	2.0	85.994	0.388	86.461	1.562	You keep $0.20!	Correct Response!	1	324
LargeGain	88.011	2	89.994	1.5	91.494	0.368	91.944	1.582	You earn $5!	Correct Response!	1	312
LargeGain	93.51	2	95.493	1.5	96.993	0.368	97.443	1.582	You did not earn $5!	You pressed too slow!	0	0
SmallGain	99.009	2	100.993	2.0	102.992	0.368	103.442	1.582	You earn $0.20!	Correct Response!	1	318
LargeGain	105.009	2	106.992	2.5	109.491	0.388	109.958	1.562	You did not earn $5!	You pressed too soon!	0	0
LargeGain	111.508	2	113.491	2.0	115.491	0.388	115.957	1.562	You earn $5!	Correct Response!	1	306
SmallLoss	117.507	2	119.49	1.5	120.99	0.388	121.457	1.562	You keep $0.20!	Correct Response!	1	359
SmallGain	123.006	2	124.989	3.0	127.989	0.368	128.439	1.582	You earn $0.20!	Correct Response!	1	296
NoMoneyStake	130.006	2	131.989	4.0	135.988	0.368	136.438	1.582	No money at stake!	Correct Response!	1	353
LargeLoss	138.005	2	139.988	2.5	142.487	0.368	142.937	1.582	You keep $5!	Correct Response!	1	323
LargeLoss	144.504	2	146.487	2.0	148.487	0.368	148.936	1.582	You keep $5!	Correct Response!	1	310
NoMoneyStake	150.503	2	152.486	1.5	153.986	0.338	154.402	1.612	No money at stake!	Correct Response!	1	331
LargeLoss	156.002	2	157.985	3.0	160.985	0.338	161.402	1.612	You keep $5!	Correct Response!	1	323
SmallLoss	163.001	2	164.984	4.0	168.984	0.338	169.401	1.612	You keep $0.20!	Correct Response!	1	324
NoMoneyStake	171.0	2	172.983	2.0	174.983	0.338	175.4	1.612	No money at stake!	Correct Response!	1	325
SmallLoss	177.0	2	178.983	1.5	180.482	0.338	180.899	1.612	You keep $0.20!	Correct Response!	1	298
SmallLoss	182.499	2	184.482	2.0	186.482	0.288	186.848	1.662	You lose $0.20!	You pressed too slow!	0	0
LargeGain	188.498	2	190.481	1.5	191.981	0.288	192.348	1.662	You earn $5!	Correct Response!	1	287
SmallGain	193.997	2	195.981	2.5	198.48	0.288	198.847	1.662	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	200.497	2	202.48	1.5	203.979	0.268	204.329	1.682	No money at stake!	You pressed too slow!	0	0
SmallGain	205.996	2	207.979	1.5	209.479	0.268	209.829	1.682	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	211.495	2	213.478	2.0	215.478	0.268	215.828	1.682	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	217.494	2	219.477	1.5	220.977	0.268	221.327	1.682	No money at stake!	You pressed too slow!	0	0
LargeLoss	222.994	2	224.977	4.0	228.976	0.268	229.326	1.682	You lose $5!	You pressed too soon!	0	0
NoMoneyStake	230.993	2	232.976	1.5	234.476	0.318	234.876	1.632	No money at stake!	You pressed too slow!	0	0
NoMoneyStake	236.492	2	238.475	3.0	241.475	0.318	241.875	1.632	No money at stake!	You pressed too slow!	0	0
SmallLoss	243.491	2	245.474	1.5	246.974	0.318	247.374	1.632	You lose $0.20!	You pressed too slow!	0	0
LargeGain	248.99	2	250.974	3.0	253.973	0.318	254.373	1.632	You did not earn $5!	You pressed too slow!	0	0
LargeLoss	255.99	2	257.973	3.5	261.472	0.318	261.872	1.632	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	263.489	2	265.472	2.5	267.971	0.388	268.438	1.562	No money at stake!	You pressed too slow!	0	0
SmallGain	269.988	2	271.971	1.5	273.471	0.388	273.937	1.562	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	275.487	2	277.47	1.5	278.97	0.388	279.437	1.562	You keep $5!	Correct Response!	1	280
SmallGain	280.986	2	282.969	4.0	286.969	0.388	287.436	1.562	You earn $0.20!	Correct Response!	1	384
SmallLoss	288.985	2	290.968	3.5	294.468	0.428	294.968	1.522	You keep $0.20!	Correct Response!	1	317
SmallLoss	296.484	2	298.467	3.0	301.467	0.428	301.967	1.522	You keep $0.20!	Correct Response!	1	342
LargeGain	303.483	2	305.467	1.5	306.966	0.428	307.466	1.522	You earn $5!	Correct Response!	1	307
SmallGain	308.983	2	310.966	2.0	312.966	0.398	313.432	1.552	You earn $0.20!	Correct Response!	1	283
