TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
LargeGain	0.023	2	2.006	1.5	3.506	0.33	3.906	1.62	You did not earn $5!	You pressed too slow!	0	0
LargeGain	5.522	2	7.505	4.0	11.505	0.33	11.904	1.62	You earn $5!	Correct Response!	1	301
SmallGain	13.521	2	15.504	2.5	18.003	0.33	18.403	1.62	You did not earn $0.20!	You pressed too slow!	0	0
SmallGain	20.02	2	22.003	4.0	26.002	0.37	26.452	1.58	You earn $0.20!	Correct Response!	1	339
LargeGain	28.018	2	30.001	2.0	32.001	0.37	32.451	1.58	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	34.017	2	36.0	3.0	39.0	0.37	39.45	1.58	No money at stake!	You pressed too slow!	0	0
SmallLoss	41.016	2	42.999	1.5	44.499	0.37	44.949	1.58	You keep $0.20!	Correct Response!	1	329
LargeLoss	46.515	2	48.498	2.0	50.498	0.39	50.964	1.56	You lose $5!	You pressed too slow!	0	0
LargeGain	52.514	2	54.497	3.0	57.496	0.39	57.963	1.56	You earn $5!	Correct Response!	1	291
LargeLoss	59.513	2	61.496	2.0	63.495	0.39	63.962	1.56	You keep $5!	Correct Response!	1	315
NoMoneyStake	65.512	2	67.495	4.0	71.494	0.37	71.944	1.58	No money at stake!	Correct Response!	1	316
SmallLoss	73.51	2	75.493	3.5	78.993	0.37	79.443	1.58	You keep $0.20!	Correct Response!	1	304
SmallLoss	81.009	2	82.992	1.5	84.492	0.37	84.942	1.58	You keep $0.20!	Correct Response!	1	309
LargeLoss	86.508	2	88.491	1.5	89.991	0.37	90.441	1.58	You keep $5!	Correct Response!	1	314
SmallGain	92.007	2	93.99	2.0	95.99	0.34	96.406	1.61	You earn $0.20!	Correct Response!	1	322
SmallLoss	98.006	2	99.989	2.0	101.989	0.34	102.405	1.61	You keep $0.20!	Correct Response!	1	275
LargeLoss	104.005	2	105.988	1.5	107.488	0.34	107.904	1.61	You keep $5!	Correct Response!	1	319
LargeGain	109.504	2	111.487	3.5	114.986	0.29	115.353	1.66	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	117.003	2	118.986	1.5	120.485	0.29	120.852	1.66	No money at stake!	You pressed too slow!	0	0
SmallLoss	122.502	2	124.485	2.0	126.484	0.29	126.851	1.66	You lose $0.20!	You pressed too slow!	0	0
NoMoneyStake	128.501	2	130.484	2.0	132.483	0.29	132.85	1.66	No money at stake!	You pressed too slow!	0	0
SmallGain	134.5	2	136.482	1.5	137.982	0.29	138.349	1.66	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	139.999	2	141.982	1.5	143.481	0.31	143.865	1.64	No money at stake!	Correct Response!	1	300
