TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
SmallLoss	0.019	2	2.002	1.5	3.501	0.319	3.901	1.631	You keep $0.20!	Correct Response!	1	307
LargeLoss	5.518	2	7.501	3.5	11.0	0.319	11.4	1.631	You keep $5!	Correct Response!	1	295
NoMoneyStake	13.017	2	15.0	2.5	17.499	0.319	17.899	1.631	No money at stake!	Correct Response!	1	316
LargeLoss	19.516	2	21.499	3.0	24.499	0.319	24.898	1.631	You keep $5!	Correct Response!	1	292
SmallGain	26.515	2	28.498	4.0	32.497	0.269	32.847	1.681	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	34.514	2	36.497	1.5	37.997	0.269	38.347	1.681	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	40.013	2	41.996	4.0	45.995	0.269	46.345	1.681	You lose $0.20!	You pressed too slow!	0	0
SmallGain	48.012	2	49.995	2.0	51.995	0.289	52.361	1.661	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	54.011	2	55.994	1.5	57.494	0.289	57.86	1.661	You lose $0.20!	You pressed too slow!	0	0
SmallLoss	59.51	2	61.493	3.0	64.493	0.289	64.859	1.661	You keep $0.20!	Correct Response!	1	288
LargeGain	66.509	2	68.492	4.0	72.492	0.339	72.908	1.611	You earn $5!	Correct Response!	1	297
LargeGain	74.508	2	76.491	2.5	78.991	0.339	79.408	1.611	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	81.007	2	82.99	1.5	84.49	0.339	84.907	1.611	No money at stake!	Correct Response!	1	323
LargeGain	86.506	2	88.489	1.5	89.989	0.339	90.406	1.611	You earn $5!	Correct Response!	1	303
SmallGain	92.006	2	93.989	1.5	95.489	0.359	95.922	1.591	You earn $0.20!	Correct Response!	1	307
LargeLoss	97.505	2	99.488	1.5	100.988	0.359	101.421	1.591	You lose $5!	You pressed too slow!	0	0
SmallGain	103.004	2	104.987	2.5	107.487	0.359	107.92	1.591	You earn $0.20!	Correct Response!	1	301
SmallGain	109.503	2	111.486	3.0	114.486	0.339	114.902	1.611	You earn $0.20!	Correct Response!	1	294
NoMoneyStake	116.502	2	118.485	2.0	120.485	0.339	120.902	1.611	No money at stake!	You pressed too slow!	0	0
SmallGain	122.501	2	124.484	3.5	127.984	0.339	128.401	1.611	You earn $0.20!	Correct Response!	1	323
LargeLoss	130.0	2	131.983	2.0	133.983	0.339	134.4	1.611	You lose $5!	You pressed too slow!	0	0
LargeGain	135.999	2	137.983	3.0	140.982	0.319	141.382	1.631	You earn $5!	Correct Response!	1	276
LargeGain	142.999	2	144.982	2.0	146.981	0.319	147.381	1.631	You earn $5!	Correct Response!	1	309
NoMoneyStake	148.998	2	150.981	3.0	153.98	0.319	154.38	1.631	No money at stake!	Correct Response!	1	310
LargeLoss	155.997	2	157.98	2.5	160.479	0.319	160.879	1.631	You lose $5!	You pressed too slow!	0	0
SmallGain	162.496	2	164.479	1.5	165.979	0.299	166.362	1.651	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	167.995	2	169.978	4.0	173.977	0.299	174.344	1.651	No money at stake!	You pressed too slow!	0	0
SmallLoss	175.994	2	177.977	2.0	179.977	0.299	180.343	1.651	You keep $0.20!	Correct Response!	1	296
NoMoneyStake	181.993	2	183.976	1.5	185.476	0.299	185.859	1.651	No money at stake!	You pressed too slow!	0	0
SmallLoss	187.492	2	189.475	3.5	192.975	0.299	193.341	1.651	You keep $0.20!	Correct Response!	1	289
NoMoneyStake	194.991	2	196.974	2.0	198.974	0.279	199.324	1.671	No money at stake!	You pressed too slow!	0	0
SmallLoss	200.99	2	202.973	1.5	204.473	0.279	204.823	1.671	You lose $0.20!	You pressed too slow!	0	0
NoMoneyStake	206.49	2	208.473	3.5	211.972	0.279	212.322	1.671	No money at stake!	You pressed too slow!	0	0
LargeGain	213.989	2	215.972	3.5	219.471	0.279	219.821	1.671	You did not earn $5!	You pressed too slow!	0	0
SmallGain	221.487	2	223.47	2.0	225.47	0.279	225.82	1.671	You did not earn $0.20!	You pressed too slow!	0	0
