TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
LargeLoss	0.015	2	1.998	1.5	3.498	0.279	3.848	1.671	You lose $5!	You pressed too slow!	0	0
LargeGain	5.514	2	7.497	2.0	9.497	0.279	9.847	1.671	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	11.513	2	13.496	4.0	17.495	0.279	17.845	1.671	No money at stake!	You pressed too slow!	0	0
LargeLoss	19.512	2	21.495	1.5	22.994	0.279	23.344	1.671	You lose $5!	You pressed too slow!	0	0
LargeGain	25.011	2	26.994	1.5	28.493	0.349	28.91	1.601	You earn $5!	Correct Response!	1	296
LargeLoss	30.51	2	32.493	2.0	34.492	0.349	34.909	1.601	You keep $5!	Correct Response!	1	257
NoMoneyStake	36.509	2	38.492	3.0	41.491	0.349	41.908	1.601	No money at stake!	Correct Response!	1	281
SmallGain	43.507	2	45.49	2.0	47.49	0.349	47.907	1.601	You earn $0.20!	Correct Response!	1	314
NoMoneyStake	49.506	2	51.489	2.0	53.489	0.369	53.939	1.581	No money at stake!	You pressed too slow!	0	0
SmallGain	55.505	2	57.488	2.5	59.988	0.369	60.438	1.581	You earn $0.20!	Correct Response!	1	263
NoMoneyStake	62.004	2	63.987	3.5	67.486	0.369	67.936	1.581	No money at stake!	You pressed too slow!	0	0
SmallGain	69.503	2	71.486	4.0	75.485	0.369	75.935	1.581	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	77.501	2	79.484	4.0	83.484	0.369	83.934	1.581	You lose $0.20!	You pressed too slow!	0	0
SmallGain	85.5	2	87.483	1.5	88.983	0.349	89.399	1.601	You earn $0.20!	Correct Response!	1	298
NoMoneyStake	90.999	2	92.982	1.5	94.482	0.349	94.915	1.601	No money at stake!	You pressed too slow!	0	0
LargeLoss	96.498	2	98.481	1.5	99.981	0.349	100.397	1.601	You lose $5!	You pressed too slow!	0	0
SmallLoss	101.997	2	103.98	2.0	105.98	0.349	106.413	1.601	You lose $0.20!	You pressed too slow!	0	0
SmallGain	107.996	2	109.979	3.0	112.978	0.389	113.445	1.561	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	114.995	2	116.978	3.5	120.477	0.389	120.944	1.561	You lose $5!	You pressed too soon!	0	0
NoMoneyStake	122.493	2	124.476	1.5	125.976	0.389	126.443	1.561	No money at stake!	You pressed too slow!	0	0
