TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
SmallGain	0.01	2	2.01	1.5	3.509	0.291	3.876	1.659	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	5.526	2	7.509	1.5	9.009	0.291	9.375	1.659	You did not earn $5!	You pressed too slow!	0	0
LargeGain	11.025	2	13.008	1.5	14.508	0.291	14.874	1.659	You did not earn $5!	You pressed too slow!	0	0
SmallGain	16.524	2	18.507	4.0	22.506	0.361	22.939	1.589	You earn $0.20!	Correct Response!	1	332
LargeLoss	24.523	2	26.505	1.5	28.005	0.361	28.439	1.589	You keep $5!	Correct Response!	1	336
LargeLoss	30.022	2	32.005	1.5	33.504	0.361	33.938	1.589	You keep $5!	Correct Response!	1	341
LargeGain	35.521	2	37.504	1.5	39.003	0.381	39.453	1.569	You earn $5!	Correct Response!	1	298
SmallLoss	41.02	2	43.003	3.5	46.502	0.381	46.952	1.569	You keep $0.20!	Correct Response!	1	310
LargeGain	48.518	2	50.501	4.0	54.501	0.381	54.951	1.569	You earn $5!	Correct Response!	1	302
LargeLoss	56.517	2	58.5	2.5	61.0	0.331	61.399	1.619	You keep $5!	Correct Response!	1	315
SmallLoss	63.016	2	64.999	1.5	66.499	0.331	66.899	1.619	You keep $0.20!	Correct Response!	1	304
SmallLoss	68.515	2	70.498	1.5	71.998	0.331	72.398	1.619	You keep $0.20!	Correct Response!	1	324
LargeLoss	74.014	2	75.997	1.5	77.497	0.281	77.847	1.669	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	79.513	2	81.496	1.5	82.996	0.281	83.346	1.669	No money at stake!	You pressed too slow!	0	0
SmallLoss	85.012	2	86.995	1.5	88.495	0.281	88.845	1.669	You lose $0.20!	You pressed too slow!	0	0
SmallLoss	90.511	2	92.494	2.0	94.494	0.281	94.844	1.669	You keep $0.20!	Correct Response!	1	275
LargeGain	96.51	2	98.493	3.5	101.992	0.261	102.326	1.689	You did not earn $5!	You pressed too slow!	0	0
LargeGain	104.009	2	105.992	3.0	108.991	0.261	109.325	1.689	You did not earn $5!	You pressed too slow!	0	0
SmallGain	111.008	2	112.991	3.5	116.49	0.261	116.823	1.689	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	118.506	2	120.489	3.5	123.989	0.311	124.372	1.639	No money at stake!	Correct Response!	1	298
SmallLoss	126.005	2	127.988	1.5	129.488	0.311	129.871	1.639	You lose $0.20!	You pressed too slow!	0	0
SmallGain	131.504	2	133.487	1.5	134.987	0.311	135.37	1.639	You earn $0.20!	Correct Response!	1	299
LargeLoss	137.003	2	138.986	1.5	140.486	0.311	140.869	1.639	You keep $5!	Correct Response!	1	287
NoMoneyStake	142.502	2	144.485	3.0	147.485	0.351	147.918	1.599	No money at stake!	Correct Response!	1	312
NoMoneyStake	149.501	2	151.484	1.5	152.984	0.351	153.417	1.599	No money at stake!	Correct Response!	1	301
SmallLoss	155.0	2	156.983	3.0	159.982	0.351	160.416	1.599	You keep $0.20!	Correct Response!	1	294
SmallGain	161.999	2	163.982	2.0	165.981	0.351	166.415	1.599	You earn $0.20!	Correct Response!	1	287
SmallLoss	167.998	2	169.981	4.0	173.98	0.351	174.413	1.599	You keep $0.20!	Correct Response!	1	319
LargeGain	175.996	2	177.979	2.0	179.979	0.321	180.379	1.629	You did not earn $5!	You pressed too slow!	0	0
SmallGain	181.995	2	183.978	1.5	185.478	0.321	185.878	1.629	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	187.494	2	189.477	1.5	190.977	0.321	191.377	1.629	You earn $5!	Correct Response!	1	297
SmallGain	192.993	2	194.976	2.0	196.976	0.301	197.359	1.649	You earn $0.20!	Correct Response!	1	289
LargeLoss	198.992	2	200.975	3.0	203.975	0.301	204.358	1.649	You lose $5!	You pressed too slow!	0	0
SmallLoss	205.991	2	207.974	2.0	209.974	0.301	210.357	1.649	You keep $0.20!	Correct Response!	1	298
NoMoneyStake	211.99	2	213.973	2.5	216.473	0.321	216.873	1.629	No money at stake!	Correct Response!	1	303
NoMoneyStake	218.489	2	220.472	2.0	222.472	0.321	222.872	1.629	No money at stake!	You pressed too slow!	0	0
SmallLoss	224.488	2	226.471	2.5	228.97	0.321	229.37	1.629	You keep $0.20!	Correct Response!	1	301
SmallGain	230.987	2	232.97	3.0	235.969	0.321	236.369	1.629	You earn $0.20!	Correct Response!	1	294
LargeLoss	237.986	2	239.969	2.0	241.968	0.321	242.368	1.629	You keep $5!	Correct Response!	1	310
LargeLoss	243.985	2	245.968	3.5	249.467	0.291	249.834	1.659	You lose $5!	You pressed too slow!	0	0
LargeGain	251.483	2	253.466	2.0	255.466	0.291	255.832	1.659	You did not earn $5!	You pressed too slow!	0	0
LargeGain	257.482	2	259.465	2.5	261.965	0.291	262.331	1.659	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	263.981	2	265.964	2.0	267.964	0.311	268.347	1.639	No money at stake!	You pressed too slow!	0	0
NoMoneyStake	269.98	2	271.963	1.5	273.463	0.311	273.846	1.639	No money at stake!	Correct Response!	1	277
LargeLoss	275.479	2	277.462	2.0	279.462	0.311	279.845	1.639	You keep $5!	Correct Response!	1	270
NoMoneyStake	281.478	2	283.461	4.0	287.46	0.311	287.844	1.639	No money at stake!	You pressed too slow!	0	0
NoMoneyStake	289.477	2	291.46	1.5	292.959	0.311	293.343	1.639	No money at stake!	You pressed too slow!	0	0
LargeLoss	294.976	2	296.959	4.0	300.958	0.311	301.341	1.639	You keep $5!	Correct Response!	1	308
SmallGain	302.974	2	304.957	1.5	306.457	0.311	306.84	1.639	You did not earn $0.20!	You pressed too slow!	0	0
SmallGain	308.473	2	310.456	2.5	312.956	0.351	313.389	1.599	You earn $0.20!	Correct Response!	1	306
