TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
SmallLoss	0.011	2	2.011	2.0	4.011	0.373	4.46	1.577	You keep $0.20!	Correct Response!	1	348
LargeGain	6.027	2	8.01	4.0	12.009	0.373	12.459	1.577	You earn $5!	Correct Response!	1	334
SmallLoss	14.026	2	16.009	3.0	19.008	0.373	19.458	1.577	You lose $0.20!	You pressed too slow!	0	0
SmallGain	21.025	2	23.008	2.0	25.007	0.353	25.441	1.597	You earn $0.20!	Correct Response!	1	320
LargeLoss	27.024	2	29.007	2.0	31.007	0.353	31.44	1.597	You keep $5!	Correct Response!	1	327
NoMoneyStake	33.023	2	35.006	2.5	37.506	0.353	37.939	1.597	No money at stake!	Correct Response!	1	308
SmallGain	39.522	2	41.505	2.5	44.005	0.353	44.438	1.597	You earn $0.20!	Correct Response!	1	329
SmallGain	46.021	2	48.004	1.5	49.504	0.323	49.904	1.627	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	51.52	2	53.503	1.5	55.003	0.323	55.403	1.627	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	57.019	2	59.002	2.0	61.002	0.323	61.402	1.627	You keep $0.20!	Correct Response!	1	315
LargeGain	63.018	2	65.002	2.5	67.501	0.303	67.884	1.647	You did not earn $5!	You pressed too slow!	0	0
LargeLoss	69.518	2	71.501	3.5	75.0	0.303	75.383	1.647	You keep $5!	Correct Response!	1	284
SmallLoss	77.016	2	78.999	3.5	82.499	0.303	82.882	1.647	You lose $0.20!	You pressed too slow!	0	0
NoMoneyStake	84.515	2	86.498	1.5	87.998	0.343	88.415	1.607	No money at stake!	Correct Response!	1	297
LargeLoss	90.015	2	91.998	4.0	95.997	0.343	96.414	1.607	You keep $5!	Correct Response!	1	310
