TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
SmallGain	0.022	2	2.005	4.0	6.004	0.281	6.371	1.669	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	8.02	2	10.003	1.5	11.503	0.281	11.853	1.669	No money at stake!	You pressed too slow!	0	0
SmallGain	13.519	2	15.502	3.0	18.502	0.281	18.852	1.669	You did not earn $0.20!	You pressed too soon!	0	0
SmallLoss	20.518	2	22.501	1.5	24.001	0.281	24.351	1.669	You lose $0.20!	You pressed too slow!	0	0
LargeLoss	26.017	2	28.0	1.5	29.5	0.351	29.933	1.599	You keep $5!	Correct Response!	1	273
NoMoneyStake	31.516	2	33.499	1.5	34.999	0.351	35.432	1.599	No money at stake!	You pressed too soon!	0	0
SmallLoss	37.015	2	38.998	1.5	40.498	0.351	40.931	1.599	You keep $0.20!	Correct Response!	1	290
NoMoneyStake	42.514	2	44.497	2.0	46.497	0.351	46.93	1.599	No money at stake!	Correct Response!	1	267
LargeGain	48.513	2	50.496	2.5	52.996	0.351	53.429	1.599	You earn $5!	Correct Response!	1	296
LargeLoss	55.012	2	56.995	2.5	59.495	0.371	59.945	1.579	You keep $5!	Correct Response!	1	284
SmallLoss	61.511	2	63.494	3.0	66.494	0.371	66.944	1.579	You keep $0.20!	Correct Response!	1	309
SmallGain	68.51	2	70.493	2.0	72.493	0.371	72.942	1.579	You earn $0.20!	Correct Response!	1	309
NoMoneyStake	74.509	2	76.492	4.0	80.491	0.321	80.891	1.629	No money at stake!	You pressed too soon!	0	0
LargeGain	82.507	2	84.49	2.0	86.49	0.321	86.89	1.629	You did not earn $5!	You pressed too slow!	0	0
LargeGain	88.506	2	90.489	3.0	93.489	0.321	93.889	1.629	You earn $5!	Correct Response!	1	304
SmallLoss	95.505	2	97.488	1.5	98.988	0.321	99.388	1.629	You lose $0.20!	You pressed too slow!	0	0
SmallGain	101.004	2	102.987	1.5	104.487	0.301	104.87	1.649	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	106.503	2	108.486	1.5	109.986	0.301	110.369	1.649	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	112.002	2	113.985	2.0	115.985	0.301	116.368	1.649	You keep $0.20!	Correct Response!	1	294
SmallGain	118.001	2	119.984	1.5	121.484	0.341	121.901	1.609	You earn $0.20!	Correct Response!	1	299
