TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
LargeGain	0.02	2	2.003	1.5	3.503	0.45	4.02	1.5	You earn $5!	Correct Response!	1	425
LargeGain	5.519	2	7.502	4.0	11.502	0.45	12.019	1.5	You earn $5!	Correct Response!	1	345
SmallGain	13.518	2	15.502	2.5	18.001	0.45	18.518	1.5	You earn $0.20!	Correct Response!	1	342
SmallGain	20.018	2	22.001	4.0	26.0	0.4	26.467	1.55	You earn $0.20!	Correct Response!	1	319
LargeGain	28.017	2	30.0	2.0	32.0	0.4	32.466	1.55	You earn $5!	Correct Response!	1	399
NoMoneyStake	34.016	2	35.999	3.0	38.999	0.4	39.482	1.55	No money at stake!	You pressed too slow!	0	0
SmallLoss	41.015	2	42.998	1.5	44.498	0.4	44.981	1.55	You lose $0.20!	You pressed too slow!	0	0
LargeLoss	46.514	2	48.498	2.0	50.497	0.37	50.947	1.58	You lose $5!	You pressed too soon!	0	0
LargeGain	52.514	2	54.497	3.0	57.496	0.37	57.946	1.58	You did not earn $5!	You pressed too slow!	0	0
LargeLoss	59.513	2	61.496	2.0	63.496	0.37	63.946	1.58	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	65.512	2	67.495	4.0	71.495	0.41	71.978	1.54	No money at stake!	Correct Response!	1	391
SmallLoss	73.511	2	75.494	3.5	78.994	0.41	79.477	1.54	You keep $0.20!	Correct Response!	1	316
SmallLoss	81.01	2	82.993	1.5	84.493	0.41	84.976	1.54	You lose $0.20!	You pressed too slow!	0	0
LargeLoss	86.51	2	88.493	1.5	89.993	0.41	90.476	1.54	You lose $5!	You pressed too slow!	0	0
SmallGain	92.009	2	93.992	2.0	95.992	0.46	96.525	1.49	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	98.008	2	99.991	2.0	101.991	0.46	102.524	1.49	You keep $0.20!	Correct Response!	1	391
LargeLoss	104.008	2	105.991	1.5	107.49	0.46	108.024	1.49	You keep $5!	Correct Response!	1	340
LargeGain	109.507	2	111.49	3.5	114.99	0.48	115.539	1.47	You earn $5!	Correct Response!	1	328
NoMoneyStake	117.006	2	118.989	1.5	120.489	0.48	121.039	1.47	No money at stake!	You pressed too slow!	0	0
SmallLoss	122.505	2	124.488	2.0	126.488	0.48	127.038	1.47	You keep $0.20!	Correct Response!	1	421
NoMoneyStake	128.505	2	130.488	2.0	132.487	0.48	133.037	1.47	No money at stake!	Correct Response!	1	302
SmallGain	134.504	2	136.487	1.5	137.987	0.48	138.537	1.47	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	140.003	2	141.986	1.5	143.486	0.46	144.019	1.49	No money at stake!	You pressed too slow!	0	0
SmallGain	145.503	2	147.486	3.0	150.485	0.46	151.019	1.49	You earn $0.20!	Correct Response!	1	376
LargeGain	152.502	2	154.485	1.5	155.985	0.46	156.518	1.49	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	158.001	2	159.984	2.0	161.984	0.46	162.517	1.49	No money at stake!	Correct Response!	1	349
SmallGain	164.0	2	165.983	2.0	167.983	0.46	168.516	1.49	You earn $0.20!	Correct Response!	1	430
SmallLoss	170.0	2	171.983	1.5	173.482	0.44	173.999	1.51	You keep $0.20!	Correct Response!	1	387
SmallLoss	175.499	2	177.482	3.0	180.482	0.44	180.998	1.51	You keep $0.20!	Correct Response!	1	362
NoMoneyStake	182.498	2	184.481	1.5	185.981	0.44	186.498	1.51	No money at stake!	You pressed too slow!	0	0
SmallGain	187.997	2	189.98	1.5	191.48	0.44	191.997	1.51	You did not earn $0.20!	You pressed too slow!	0	0
SmallGain	193.497	2	195.48	3.5	198.979	0.42	199.479	1.53	You earn $0.20!	Correct Response!	1	385
LargeGain	200.996	2	202.979	1.5	204.479	0.42	204.979	1.53	You earn $5!	Correct Response!	1	309
LargeGain	206.495	2	208.478	2.5	210.978	0.42	211.478	1.53	You did not earn $5!	You pressed too slow!	0	0
