TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
LargeLoss	0.012	2	2.012	1.5	3.511	0.358	3.945	1.592	You keep $5!	Correct Response!	1	288
LargeGain	5.528	2	7.511	2.0	9.51	0.358	9.944	1.592	You earn $5!	Correct Response!	1	313
NoMoneyStake	11.527	2	13.51	4.0	17.509	0.358	17.942	1.592	No money at stake!	Correct Response!	1	313
LargeLoss	19.525	2	21.508	1.5	23.008	0.358	23.441	1.592	You keep $5!	Correct Response!	1	286
LargeGain	25.024	2	27.007	1.5	28.507	0.308	28.89	1.642	You did not earn $5!	You pressed too slow!	0	0
LargeLoss	30.523	2	32.506	2.0	34.506	0.308	34.889	1.642	You keep $5!	Correct Response!	1	299
NoMoneyStake	36.522	2	38.505	3.0	41.505	0.308	41.888	1.642	No money at stake!	Correct Response!	1	299
SmallGain	43.521	2	45.504	2.0	47.504	0.308	47.887	1.642	You earn $0.20!	Correct Response!	1	268
NoMoneyStake	49.52	2	51.503	2.0	53.503	0.278	53.853	1.672	No money at stake!	You pressed too slow!	0	0
SmallGain	55.519	2	57.502	2.5	60.002	0.278	60.351	1.672	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	62.018	2	64.001	3.5	67.5	0.278	67.85	1.672	No money at stake!	You pressed too slow!	0	0
SmallGain	69.517	2	71.5	4.0	75.499	0.278	75.849	1.672	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	77.515	2	79.498	4.0	83.497	0.278	83.847	1.672	You lose $0.20!	You pressed too slow!	0	0
SmallGain	85.514	2	87.497	1.5	88.996	0.318	89.396	1.632	You did not earn $0.20!	You pressed too slow!	0	0
NoMoneyStake	91.013	2	92.996	1.5	94.496	0.318	94.895	1.632	No money at stake!	Correct Response!	1	280
LargeLoss	96.512	2	98.495	1.5	99.995	0.318	100.394	1.632	You keep $5!	Correct Response!	1	293
SmallLoss	102.011	2	103.994	2.0	105.993	0.318	106.393	1.632	You keep $0.20!	Correct Response!	1	263
SmallGain	108.01	2	109.993	3.0	112.992	0.358	113.425	1.592	You earn $0.20!	Correct Response!	1	295
LargeLoss	115.009	2	116.992	3.5	120.491	0.358	120.924	1.592	You keep $5!	Correct Response!	1	276
NoMoneyStake	122.507	2	124.49	1.5	125.99	0.358	126.423	1.592	No money at stake!	Correct Response!	1	352
LargeLoss	128.006	2	129.989	1.5	131.489	0.358	131.922	1.592	You keep $5!	Correct Response!	1	301
SmallLoss	133.505	2	135.488	3.5	138.988	0.328	139.388	1.622	You lose $0.20!	You pressed too slow!	0	0
SmallGain	141.004	2	142.987	1.5	144.487	0.328	144.887	1.622	You earn $0.20!	Correct Response!	1	310
SmallLoss	146.503	2	148.486	2.5	150.986	0.328	151.385	1.622	You lose $0.20!	You pressed too soon!	0	0
SmallLoss	153.002	2	154.985	1.5	156.485	0.308	156.868	1.642	You lose $0.20!	You pressed too slow!	0	0
LargeLoss	158.501	2	160.484	2.5	162.983	0.308	163.367	1.642	You lose $5!	You pressed too slow!	0	0
SmallGain	165.0	2	166.983	1.5	168.482	0.308	168.866	1.642	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	170.499	2	172.482	1.5	173.981	0.358	174.415	1.592	You earn $5!	Correct Response!	1	294
LargeGain	175.998	2	177.981	2.5	180.48	0.358	180.914	1.592	You earn $5!	Correct Response!	1	338
SmallLoss	182.497	2	184.48	2.0	186.479	0.358	186.913	1.592	You keep $0.20!	Correct Response!	1	299
SmallGain	188.496	2	190.479	1.5	191.978	0.378	192.428	1.572	You earn $0.20!	Correct Response!	1	295
SmallLoss	193.995	2	195.978	1.5	197.477	0.378	197.927	1.572	You keep $0.20!	Correct Response!	1	300
NoMoneyStake	199.494	2	201.477	2.5	203.976	0.378	204.426	1.572	No money at stake!	Correct Response!	1	312
LargeGain	205.993	2	207.975	1.5	209.475	0.378	209.925	1.572	You earn $5!	Correct Response!	1	301
LargeLoss	211.492	2	213.475	2.0	215.474	0.328	215.874	1.622	You keep $5!	Correct Response!	1	278
LargeGain	217.49	2	219.474	3.5	222.973	0.328	223.373	1.622	You earn $5!	Correct Response!	1	306
LargeLoss	224.989	2	226.972	3.0	229.972	0.328	230.372	1.622	You keep $5!	Correct Response!	1	307
SmallGain	231.988	2	233.971	2.0	235.971	0.278	236.321	1.672	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	237.987	2	239.97	1.5	241.47	0.278	241.82	1.672	You lose $0.20!	You pressed too slow!	0	0
LargeGain	243.486	2	245.469	4.0	249.468	0.278	249.818	1.672	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	251.485	2	253.468	1.5	254.967	0.298	255.334	1.652	No money at stake!	You pressed too slow!	0	0
LargeGain	256.984	2	258.967	2.0	260.966	0.298	261.333	1.652	You earn $5!	Correct Response!	1	294
SmallLoss	262.982	2	264.965	3.0	267.965	0.298	268.332	1.652	You lose $0.20!	You pressed too slow!	0	0
NoMoneyStake	269.981	2	271.964	1.5	273.464	0.298	273.831	1.652	No money at stake!	You pressed too slow!	0	0
SmallLoss	275.48	2	277.463	1.5	278.963	0.298	279.33	1.652	You lose $0.20!	You pressed too slow!	0	0
LargeLoss	280.979	2	282.962	4.0	286.962	0.348	287.378	1.602	You keep $5!	Correct Response!	1	312
NoMoneyStake	288.978	2	290.961	2.0	292.961	0.348	293.377	1.602	No money at stake!	Correct Response!	1	305
LargeGain	294.977	2	296.96	3.0	299.959	0.348	300.376	1.602	You earn $5!	Correct Response!	1	274
LargeGain	301.976	2	303.959	1.5	305.458	0.348	305.875	1.602	You earn $5!	Correct Response!	1	303
SmallGain	307.475	2	309.458	3.5	312.957	0.328	313.357	1.622	You earn $0.20!	Correct Response!	1	307
