TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
NoMoneyStake	0.036	2	2.003	2.0	4.002	0.31	4.385	1.64	No money at stake!	You pressed too slow!	0	0
NoMoneyStake	6.019	2	8.002	1.5	9.501	0.31	9.884	1.64	No money at stake!	Correct Response!	1	297
LargeLoss	11.518	2	13.501	2.5	16.0	0.31	16.383	1.64	You keep $5!	Correct Response!	1	286
NoMoneyStake	18.016	2	19.999	1.5	21.499	0.31	21.882	1.64	No money at stake!	You pressed too slow!	0	0
LargeGain	23.516	2	25.498	1.5	26.998	0.31	27.381	1.64	You earn $5!	Correct Response!	1	279
SmallLoss	29.015	2	30.998	1.5	32.497	0.31	32.881	1.64	You keep $0.20!	Correct Response!	1	300
LargeLoss	34.514	2	36.497	4.0	40.496	0.26	40.829	1.69	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	42.512	2	44.495	3.5	47.995	0.26	48.328	1.69	No money at stake!	You pressed too slow!	0	0
SmallGain	50.011	2	51.994	2.5	54.494	0.26	54.827	1.69	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	56.51	2	58.493	2.0	60.492	0.26	60.826	1.69	You lose $5!	You pressed too slow!	0	0
SmallLoss	62.509	2	64.492	1.5	65.992	0.28	66.341	1.67	You lose $0.20!	You pressed too slow!	0	0
SmallGain	68.008	2	69.991	3.0	72.99	0.28	73.34	1.67	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	75.007	2	76.99	1.5	78.489	0.28	78.839	1.67	You keep $5!	Correct Response!	1	264
SmallGain	80.506	2	82.489	1.5	83.988	0.33	84.388	1.62	You earn $0.20!	Correct Response!	1	293
SmallGain	86.005	2	87.988	2.0	89.987	0.33	90.387	1.62	You earn $0.20!	Correct Response!	1	270
LargeLoss	92.004	2	93.987	2.0	95.986	0.33	96.386	1.62	You keep $5!	Correct Response!	1	278
NoMoneyStake	98.003	2	99.986	2.5	102.485	0.31	102.868	1.64	No money at stake!	Correct Response!	1	283
LargeLoss	104.501	2	106.484	1.5	107.984	0.31	108.367	1.64	You lose $5!	You pressed too slow!	0	0
LargeGain	110.001	2	111.983	3.5	115.483	0.31	115.866	1.64	You earn $5!	Correct Response!	1	260
LargeGain	117.499	2	119.482	1.5	120.982	0.31	121.365	1.64	You earn $5!	Correct Response!	1	280
LargeLoss	122.998	2	124.981	3.0	127.981	0.28	128.331	1.67	You lose $5!	You pressed too slow!	0	0
SmallLoss	129.997	2	131.98	2.0	133.98	0.28	134.33	1.67	You lose $0.20!	You pressed too slow!	0	0
SmallGain	135.996	2	137.979	3.5	141.478	0.28	141.828	1.67	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	143.495	2	145.478	2.5	147.977	0.32	148.377	1.63	You earn $5!	Correct Response!	1	292
SmallGain	149.994	2	151.977	4.0	155.976	0.32	156.376	1.63	You earn $0.20!	Correct Response!	1	284
SmallLoss	157.992	2	159.975	4.0	163.974	0.32	164.374	1.63	You keep $0.20!	Correct Response!	1	277
LargeGain	165.991	2	167.974	2.0	169.973	0.34	170.39	1.61	You earn $5!	Correct Response!	1	270
LargeGain	171.99	2	173.973	3.0	176.972	0.34	177.389	1.61	You earn $5!	Correct Response!	1	270
