TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
LargeGain	0.057	2	2.007	1.5	3.507	0.286	3.873	1.664	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	5.54	2	7.506	2.5	10.006	0.286	10.372	1.664	No money at stake!	You pressed too slow!	0	0
SmallLoss	12.056	2	14.005	1.5	15.505	0.286	15.872	1.664	You keep $0.20!	Correct Response!	1	271
LargeLoss	17.555	2	19.505	2.5	22.004	0.286	22.371	1.664	You keep $5!	Correct Response!	1	260
NoMoneyStake	24.021	2	26.004	1.5	27.504	0.266	27.854	1.684	No money at stake!	You pressed too slow!	0	0
SmallGain	29.537	2	31.503	2.0	33.503	0.266	33.853	1.684	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	35.519	2	37.502	3.5	41.002	0.266	41.352	1.684	You lose $0.20!	You pressed too slow!	0	0
NoMoneyStake	43.018	2	45.001	1.5	46.501	0.266	46.851	1.684	No money at stake!	You pressed too slow!	0	0
SmallGain	48.518	2	50.501	1.5	52.0	0.266	52.35	1.684	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	54.017	2	56.0	2.0	58.0	0.306	58.383	1.644	You earn $5!	Correct Response!	1	271
NoMoneyStake	60.016	2	61.999	2.0	63.999	0.306	64.382	1.644	No money at stake!	You pressed too slow!	0	0
SmallGain	66.015	2	67.998	1.5	69.498	0.306	69.882	1.644	You earn $0.20!	Correct Response!	1	237
SmallLoss	71.515	2	73.498	4.0	77.497	0.306	77.881	1.644	You keep $0.20!	Correct Response!	1	285
NoMoneyStake	79.514	2	81.497	1.5	82.997	0.326	83.396	1.624	No money at stake!	You pressed too slow!	0	0
LargeLoss	85.013	2	86.996	1.5	88.496	0.326	88.896	1.624	You keep $5!	Correct Response!	1	294
SmallGain	90.512	2	92.495	3.5	95.995	0.326	96.395	1.624	You earn $0.20!	Correct Response!	1	283
LargeLoss	98.011	2	99.994	3.0	102.994	0.326	103.394	1.624	You keep $5!	Correct Response!	1	260
NoMoneyStake	105.01	2	106.994	1.5	108.493	0.276	108.843	1.674	No money at stake!	You pressed too slow!	0	0
LargeGain	110.51	2	112.493	3.5	115.992	0.276	116.342	1.674	You earn $5!	Correct Response!	1	261
LargeLoss	118.009	2	119.992	1.5	121.492	0.276	121.842	1.674	You lose $5!	You pressed too slow!	0	0
SmallGain	123.508	2	125.491	1.5	126.991	0.276	127.341	1.674	You did not earn $0.20!	You pressed too slow!	0	0
SmallGain	129.007	2	130.99	2.0	132.99	0.256	133.323	1.694	You did not earn $0.20!	You pressed too slow!	0	0
LargeLoss	135.007	2	136.99	2.0	138.989	0.256	139.323	1.694	You lose $5!	You pressed too slow!	0	0
SmallLoss	141.006	2	142.989	1.5	144.489	0.256	144.822	1.694	You lose $0.20!	You pressed too slow!	0	0
LargeGain	146.505	2	148.488	4.0	152.488	0.306	152.871	1.644	You earn $5!	Correct Response!	1	269
SmallGain	154.504	2	156.487	2.5	158.987	0.306	159.37	1.644	You earn $0.20!	Correct Response!	1	273
NoMoneyStake	161.003	2	162.986	4.0	166.986	0.306	167.369	1.644	No money at stake!	Correct Response!	1	266
SmallLoss	169.002	2	170.985	2.0	172.985	0.306	173.368	1.644	You keep $0.20!	Correct Response!	1	291
SmallGain	175.002	2	176.985	3.0	179.984	0.326	180.384	1.624	You earn $0.20!	Correct Response!	1	292
LargeGain	182.001	2	183.984	1.5	185.484	0.326	185.884	1.624	You earn $5!	Correct Response!	1	304
SmallLoss	187.5	2	189.483	2.0	191.483	0.326	191.883	1.624	You keep $0.20!	Correct Response!	1	281
LargeLoss	193.499	2	195.482	2.0	197.482	0.276	197.832	1.674	You lose $5!	You pressed too soon!	0	0
LargeGain	199.498	2	201.482	3.0	204.481	0.276	204.831	1.674	You earn $5!	Correct Response!	1	274
NoMoneyStake	206.498	2	208.481	3.5	211.98	0.276	212.33	1.674	No money at stake!	You pressed too slow!	0	0
NoMoneyStake	213.997	2	215.98	3.0	218.979	0.276	219.329	1.674	No money at stake!	You pressed too slow!	0	0
LargeLoss	220.996	2	222.979	1.5	224.479	0.276	224.829	1.674	You lose $5!	You pressed too slow!	0	0
LargeGain	226.495	2	228.478	1.5	229.978	0.256	230.311	1.694	You did not earn $5!	You pressed too slow!	0	0
LargeLoss	231.994	2	233.977	3.5	237.477	0.256	237.81	1.694	You lose $5!	You pressed too slow!	0	0
LargeLoss	239.493	2	241.476	1.5	242.976	0.256	243.31	1.694	You lose $5!	You pressed too slow!	0	0
SmallLoss	244.993	2	246.976	2.5	249.475	0.306	249.859	1.644	You keep $0.20!	Correct Response!	1	287
LargeGain	251.492	2	253.475	1.5	254.975	0.306	255.358	1.644	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	256.991	2	258.974	1.5	260.474	0.306	260.857	1.644	You lose $0.20!	You pressed too soon!	0	0
NoMoneyStake	262.49	2	264.474	2.0	266.473	0.356	266.907	1.594	No money at stake!	You pressed too slow!	0	0
LargeLoss	268.49	2	270.473	4.0	274.472	0.356	274.906	1.594	You keep $5!	Correct Response!	1	274
SmallGain	276.489	2	278.472	1.5	279.972	0.356	280.405	1.594	You earn $0.20!	Correct Response!	1	294
LargeGain	281.988	2	283.971	2.5	286.471	0.356	286.904	1.594	You earn $5!	Correct Response!	1	274
SmallLoss	288.487	2	290.47	3.0	293.47	0.336	293.886	1.614	You keep $0.20!	Correct Response!	1	275
LargeGain	295.486	2	297.469	2.0	299.469	0.336	299.886	1.614	You earn $5!	Correct Response!	1	324
SmallGain	301.486	2	303.469	4.0	307.468	0.336	307.885	1.614	You earn $0.20!	Correct Response!	1	277
SmallLoss	309.485	2	311.468	1.5	312.967	0.286	313.334	1.664	You lose $0.20!	You pressed too slow!	0	0
