TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
NoMoneyStake	0.013	2	1.996	2.0	3.995	0.409	4.479	1.541	No money at stake!	Correct Response!	1	349
SmallGain	6.012	2	7.995	3.5	11.494	0.409	11.978	1.541	You earn $0.20!	Correct Response!	1	346
LargeLoss	13.511	2	15.494	2.0	17.494	0.409	17.977	1.541	You lose $5!	You pressed too slow!	0	0
SmallGain	19.51	2	21.493	1.5	22.993	0.409	23.476	1.541	You earn $0.20!	Correct Response!	1	351
LargeGain	25.009	2	26.992	4.0	30.992	0.389	31.459	1.561	You earn $5!	Correct Response!	1	319
LargeLoss	33.008	2	34.991	1.5	36.491	0.389	36.958	1.561	You keep $5!	Correct Response!	1	292
NoMoneyStake	38.508	2	40.491	3.5	43.99	0.389	44.457	1.561	No money at stake!	Correct Response!	1	281
LargeLoss	46.007	2	47.99	1.5	49.49	0.389	49.956	1.561	You keep $5!	Correct Response!	1	293
SmallGain	51.506	2	53.489	1.5	54.989	0.359	55.422	1.591	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	57.005	2	58.988	2.5	61.488	0.359	61.921	1.591	You keep $0.20!	Correct Response!	1	295
SmallLoss	63.504	2	65.488	1.5	66.987	0.359	67.421	1.591	You keep $0.20!	Correct Response!	1	300
LargeGain	69.004	2	70.987	3.5	74.486	0.329	74.886	1.621	You earn $5!	Correct Response!	1	328
LargeLoss	76.503	2	78.486	1.5	79.986	0.329	80.386	1.621	You keep $5!	Correct Response!	1	324
SmallLoss	82.002	2	83.985	2.0	85.985	0.329	86.385	1.621	You keep $0.20!	Correct Response!	1	277
LargeGain	88.001	2	89.984	1.5	91.484	0.299	91.851	1.651	You did not earn $5!	You pressed too slow!	0	0
LargeGain	93.501	2	95.484	1.5	96.984	0.299	97.35	1.651	You earn $5!	Correct Response!	1	294
SmallGain	99.0	2	100.983	2.0	102.983	0.299	103.366	1.651	You did not earn $0.20!	You pressed too soon!	0	0
LargeGain	104.999	2	106.982	2.5	109.482	0.279	109.832	1.671	You did not earn $5!	You pressed too slow!	0	0
