TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
SmallLoss	0.009	2	2.008	2.0	4.008	0.281	4.358	1.669	You lose $0.20!	You pressed too slow!	0	0
LargeGain	6.024	2	8.007	4.0	12.007	0.281	12.356	1.669	You earn $5!	Correct Response!	1	221
SmallLoss	14.023	2	16.006	3.0	19.005	0.281	19.355	1.669	You keep $0.20!	Correct Response!	1	252
SmallGain	21.022	2	23.005	2.0	25.004	0.261	25.338	1.689	You earn $0.20!	Correct Response!	1	254
LargeLoss	27.021	2	29.004	2.0	31.003	0.261	31.337	1.689	You keep $5!	Correct Response!	1	230
NoMoneyStake	33.02	2	35.003	2.5	37.502	0.261	37.835	1.689	No money at stake!	Correct Response!	1	244
SmallGain	39.518	2	41.501	2.5	44.001	0.261	44.334	1.689	You earn $0.20!	Correct Response!	1	238
SmallGain	46.017	2	48.0	1.5	49.5	0.231	49.8	1.719	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	51.516	2	53.499	1.5	54.999	0.231	55.299	1.719	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	57.015	2	58.998	2.0	60.998	0.231	61.298	1.719	You lose $0.20!	You pressed too slow!	0	0
LargeGain	63.014	2	64.997	2.5	67.497	0.251	67.814	1.699	You earn $5!	Correct Response!	1	228
LargeLoss	69.513	2	71.496	3.5	74.996	0.251	75.329	1.699	You keep $5!	Correct Response!	1	219
SmallLoss	77.012	2	78.995	3.5	82.494	0.251	82.828	1.699	You lose $0.20!	You pressed too slow!	0	0
NoMoneyStake	84.511	2	86.494	1.5	87.993	0.291	88.36	1.659	No money at stake!	You pressed too slow!	0	0
LargeLoss	90.01	2	91.993	4.0	95.992	0.291	96.359	1.659	You keep $5!	Correct Response!	1	213
NoMoneyStake	98.008	2	99.991	4.0	103.991	0.291	104.357	1.659	No money at stake!	Correct Response!	1	255
LargeLoss	106.007	2	107.99	3.0	110.989	0.291	111.356	1.659	You keep $5!	Correct Response!	1	245
