TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
SmallLoss	0.015	2	1.998	2.0	3.998	0.364	4.431	1.586	You keep $0.20!	Correct Response!	1	353
LargeGain	6.014	2	7.997	4.0	11.996	0.364	12.43	1.586	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	14.013	2	15.996	3.0	18.995	0.364	19.429	1.586	You keep $0.20!	Correct Response!	1	347
SmallGain	21.012	2	22.995	2.0	24.994	0.344	25.411	1.606	You earn $0.20!	Correct Response!	1	315
LargeLoss	27.011	2	28.994	2.0	30.993	0.344	31.41	1.606	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	33.01	2	34.992	2.5	37.492	0.344	37.909	1.606	No money at stake!	You pressed too slow!	0	0
SmallGain	39.508	2	41.491	2.5	43.991	0.344	44.408	1.606	You earn $0.20!	Correct Response!	1	317
SmallGain	46.007	2	47.99	1.5	49.49	0.324	49.89	1.626	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	51.506	2	53.489	1.5	54.989	0.324	55.389	1.626	You did not earn $5!	You pressed too slow!	0	0
SmallLoss	57.005	2	58.988	2.0	60.988	0.324	61.388	1.626	You lose $0.20!	You pressed too slow!	0	0
LargeGain	63.004	2	64.987	2.5	67.487	0.364	67.92	1.586	You earn $5!	Correct Response!	1	347
LargeLoss	69.503	2	71.486	3.5	74.986	0.364	75.419	1.586	You keep $5!	Correct Response!	1	352
SmallLoss	77.002	2	78.985	3.5	82.484	0.364	82.918	1.586	You lose $0.20!	You pressed too slow!	0	0
NoMoneyStake	84.501	2	86.484	1.5	87.983	0.404	88.467	1.546	No money at stake!	Correct Response!	1	362
LargeLoss	90.0	2	91.983	4.0	95.982	0.404	96.465	1.546	You keep $5!	Correct Response!	1	378
NoMoneyStake	97.998	2	99.981	4.0	103.981	0.404	104.464	1.546	No money at stake!	Correct Response!	1	347
LargeLoss	105.997	2	107.98	3.0	110.979	0.404	111.463	1.546	You lose $5!	You pressed too slow!	0	0
SmallLoss	112.996	2	114.979	1.5	116.478	0.404	116.962	1.546	You lose $0.20!	You pressed too slow!	0	0
LargeGain	118.495	2	120.478	2.0	122.477	0.424	122.977	1.526	You earn $5!	Correct Response!	1	353
SmallLoss	124.494	2	126.477	4.0	130.476	0.424	130.976	1.526	You keep $0.20!	Correct Response!	1	386
SmallGain	132.492	2	134.475	1.5	135.975	0.424	136.475	1.526	You earn $0.20!	Correct Response!	1	423
LargeLoss	137.991	2	139.974	1.5	141.474	0.404	141.957	1.546	You keep $5!	Correct Response!	1	339
