TRIAL_TYPE	CUE_ONSET	CUE_DURATION	FIXATION_ONSET	FIXATION_DURATION	PROBE_ONSET	PROBE_DURATION	FEEDBACK_ONSET	FEEDBACK_DURATION	TRIAL_RESULT	RESULT_REASON	PROBE_HIT	PROBE_MRT
LargeGain	0.029	2	1.996	1.5	3.495	0.309	3.879	1.641	You did not earn $5!	You pressed too slow!	0	0
LargeGain	5.512	2	7.495	4.0	11.494	0.309	11.877	1.641	You did not earn $5!	You pressed too slow!	0	0
SmallGain	13.51	2	15.493	2.5	17.993	0.309	18.376	1.641	You earn $0.20!	Correct Response!	1	301
SmallGain	20.009	2	21.992	4.0	25.991	0.349	26.408	1.601	You earn $0.20!	Correct Response!	1	295
LargeGain	28.008	2	29.991	2.0	31.99	0.349	32.407	1.601	You earn $5!	Correct Response!	1	327
NoMoneyStake	34.007	2	35.99	3.0	38.989	0.349	39.406	1.601	No money at stake!	Correct Response!	1	304
SmallLoss	41.005	2	42.988	1.5	44.488	0.349	44.921	1.601	You lose $0.20!	You pressed too slow!	0	0
LargeLoss	46.504	2	48.487	2.0	50.487	0.369	50.937	1.581	You keep $5!	Correct Response!	1	285
LargeGain	52.503	2	54.486	3.0	57.486	0.369	57.936	1.581	You did not earn $5!	You pressed too soon!	0	0
LargeLoss	59.502	2	61.485	2.0	63.485	0.369	63.935	1.581	You keep $5!	Correct Response!	1	286
NoMoneyStake	65.501	2	67.484	4.0	71.483	0.349	71.9	1.601	No money at stake!	Correct Response!	1	295
SmallLoss	73.5	2	75.483	3.5	78.982	0.349	79.399	1.601	You keep $0.20!	Correct Response!	1	316
SmallLoss	80.998	2	82.981	1.5	84.481	0.349	84.898	1.601	You keep $0.20!	Correct Response!	1	320
LargeLoss	86.497	2	88.48	1.5	89.98	0.349	90.397	1.601	You lose $5!	You pressed too slow!	0	0
SmallGain	91.996	2	93.979	2.0	95.979	0.329	96.379	1.621	You earn $0.20!	Correct Response!	1	277
SmallLoss	97.995	2	99.978	2.0	101.978	0.329	102.378	1.621	You keep $0.20!	Correct Response!	1	310
LargeLoss	103.994	2	105.977	1.5	107.477	0.329	107.877	1.621	You lose $5!	You pressed too slow!	0	0
LargeGain	109.493	2	111.476	3.5	114.976	0.309	115.359	1.641	You did not earn $5!	You pressed too soon!	0	0
NoMoneyStake	116.992	2	118.975	1.5	120.475	0.309	120.858	1.641	No money at stake!	You pressed too slow!	0	0
SmallLoss	122.491	2	124.474	2.0	126.474	0.309	126.857	1.641	You keep $0.20!	Correct Response!	1	300
NoMoneyStake	128.49	2	130.473	2.0	132.473	0.309	132.856	1.641	No money at stake!	You pressed too slow!	0	0
SmallGain	134.489	2	136.472	1.5	137.972	0.309	138.355	1.641	You earn $0.20!	Correct Response!	1	305
NoMoneyStake	139.988	2	141.971	1.5	143.471	0.289	143.837	1.661	No money at stake!	You pressed too slow!	0	0
SmallGain	145.487	2	147.47	3.0	150.469	0.289	150.836	1.661	You did not earn $0.20!	You pressed too slow!	0	0
LargeGain	152.486	2	154.469	1.5	155.968	0.289	156.335	1.661	You did not earn $5!	You pressed too slow!	0	0
NoMoneyStake	157.985	2	159.968	2.0	161.967	0.289	162.334	1.661	No money at stake!	You pressed too slow!	0	0
SmallGain	163.984	2	165.967	2.0	167.966	0.289	168.333	1.661	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	169.983	2	171.966	1.5	173.465	0.329	173.865	1.621	You keep $0.20!	Correct Response!	1	298
SmallLoss	175.482	2	177.465	3.0	180.464	0.329	180.864	1.621	You keep $0.20!	Correct Response!	1	274
NoMoneyStake	182.48	2	184.463	1.5	185.963	0.329	186.363	1.621	No money at stake!	Correct Response!	1	295
SmallGain	187.979	2	189.962	1.5	191.462	0.329	191.862	1.621	You earn $0.20!	Correct Response!	1	299
SmallGain	193.478	2	195.461	3.5	198.961	0.349	199.377	1.601	You earn $0.20!	Correct Response!	1	312
LargeGain	200.977	2	202.96	1.5	204.46	0.349	204.893	1.601	You did not earn $5!	You pressed too slow!	0	0
LargeGain	206.476	2	208.459	2.5	210.959	0.349	211.375	1.601	You earn $5!	Correct Response!	1	281
SmallLoss	212.975	2	214.958	2.5	217.458	0.319	217.858	1.631	You keep $0.20!	Correct Response!	1	302
SmallLoss	219.474	2	221.457	4.0	225.456	0.319	225.856	1.631	You keep $0.20!	Correct Response!	1	295
SmallGain	227.472	2	229.455	1.5	230.955	0.319	231.355	1.631	You did not earn $0.20!	You pressed too slow!	0	0
SmallLoss	232.972	2	234.955	1.5	236.454	0.299	236.821	1.651	You lose $0.20!	You pressed too slow!	0	0
LargeLoss	238.471	2	240.454	1.5	241.953	0.299	242.32	1.651	You lose $5!	You pressed too slow!	0	0
NoMoneyStake	243.97	2	245.953	1.5	247.452	0.299	247.819	1.651	No money at stake!	Correct Response!	1	297
NoMoneyStake	249.469	2	251.452	2.5	253.951	0.299	254.334	1.651	No money at stake!	You pressed too slow!	0	0
LargeLoss	255.967	2	257.95	1.5	259.45	0.299	259.817	1.651	You keep $5!	Correct Response!	1	282
LargeLoss	261.466	2	263.449	4.0	267.449	0.319	267.849	1.631	You keep $5!	Correct Response!	1	299
NoMoneyStake	269.465	2	271.448	3.5	274.947	0.319	275.347	1.631	No money at stake!	Correct Response!	1	296
SmallGain	276.964	2	278.947	1.5	280.446	0.319	280.846	1.631	You earn $0.20!	Correct Response!	1	317
LargeGain	282.463	2	284.446	2.0	286.445	0.319	286.845	1.631	You earn $5!	Correct Response!	1	293
LargeGain	288.462	2	290.445	1.5	291.944	0.299	292.311	1.651	You earn $5!	Correct Response!	1	290
LargeLoss	293.961	2	295.944	3.0	298.943	0.299	299.31	1.651	You lose $5!	You pressed too slow!	0	0
LargeLoss	300.96	2	302.942	3.5	306.442	0.299	306.808	1.651	You lose $5!	You pressed too slow!	0	0
LargeLoss	308.458	2	310.441	2.5	312.941	0.279	313.291	1.671	You lose $5!	You pressed too slow!	0	0
